County/City,Ward,Pct,"Justin Edward Fairfax","Jill Holtzman Vogel","All Others","Total Votes Cast"
"Chesapeake City",-,"40 - River Birch (CD 3)",822,609,0,"1,431"
"Chesapeake City",-,"41 - John T West (CD 4)","1,105",763,1,"1,869"
"Chesapeake City",-,"42 - Parkways (CD 3)",613,416,0,"1,029"
"Chesapeake City",-,"43 - Pleasant Crossing (CD 4)",264,774,0,"1,038"
"Chesapeake City",-,"44 - Nansemond (CD 3)",513,373,0,886
"Chesapeake City",-,"45 - Sunray II (CD 4)",330,148,0,478
"Chesapeake City",-,"46 - Bells Mill II (CD 4)",498,578,0,"1,076"
"Chesapeake City",-,"47 - Green Sea (CD 4)",200,470,0,670
"Chesapeake City",-,"48 - Jolliff Middle School (CD 4)","1,311",105,1,"1,417"
"Chesapeake City",-,"49 - Waterway (CD 4)","1,065","1,176",2,"2,243"
"Chesapeake City",-,"50 - River Walk (CD 4)",770,511,2,"1,283"
"Chesapeake City",-,"51 - Coopers Way (CD 4)",358,"1,059",1,"1,418"
"Chesapeake City",-,"52 - Shipyard Road (CD 4)",776,455,2,"1,233"
"Chesapeake City",-,"53 - Fairways (CD 3)",461,348,0,809
"Chesapeake City",-,"54 - Pughsville (CD 3)",809,322,0,"1,131"
"Chesapeake City",-,"55 - Georgetown East (CD 3)",757,176,1,934
"Chesapeake City",-,"56 - Green Tree (CD 3)",637,344,0,981
"Chesapeake City",-,"57 - Cypress (CD 3)",663,443,6,"1,112"
"Chesapeake City",-,"58 - Expressway (CD 4)",352,128,1,481
"Chesapeake City",-,"59 - Clearfield (CD 4)",460,437,1,898
"Chesapeake City",-,"60 - Parker Road (CD 4)",505,"1,017",1,"1,523"
"Chesapeake City",-,"61 - Centerville (CD 4)",302,742,0,"1,044"
"Chesapeake City",-,"62 - Fentress (CD 4)",436,835,0,"1,271"
"Chesapeake City",-,"63 - Poplar Branch (CD 4)",206,610,0,816
"Chesapeake City",-,"AB - Central Absentee Precinct (CD 3)",754,473,1,"1,228"
"Chesapeake City",-,"Ab - Central Absentee Precinct (CD 4)",880,"1,169",1,"2,050"
"Chesapeake City",-,"Provisional (CD 3)",12,9,0,21
"Chesapeake City",-,"Provisional (CD 4)",20,28,0,48
"Chesterfield County",-,"101 - Bellwood (CD 4)",431,400,0,831
"Chesterfield County",-,"102 - South Chester (CD 4)",639,745,3,"1,387"
"Chesterfield County",-,"103 - Enon (CD 4)",748,"1,068",0,"1,816"
"Chesterfield County",-,"104 - North Chester (CD 4)",625,"1,011",2,"1,638"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 7)",505,385,1,891
"Chesterfield County",-,"106 - Harrowgate (CD 4)","1,153",964,2,"2,119"
"Chesterfield County",-,"107 - Wells (CD 4)",728,726,1,"1,455"
"Chesterfield County",-,"108 - Ecoff (CD 4)",785,"1,383",1,"2,169"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)","1,148","1,125",0,"2,273"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",506,547,1,"1,054"
"Chesterfield County",-,"111 - Iron Bridge (CD 4)","1,169","1,278",3,"2,450"
"Chesterfield County",-,"112 - Carver (CD 4)",706,629,1,"1,336"
"Chesterfield County",-,"201 - Gates (CD 4)",528,657,1,"1,186"
"Chesterfield County",-,"202 - Beulah (CD 7)","1,075",593,1,"1,669"
"Chesterfield County",-,"203 - Bird (CD 4)",195,218,0,413
"Chesterfield County",-,"204 - Jacobs (CD 7)",583,460,1,"1,044"
"Chesterfield County",-,"205 - Falling Creek (CD 7)",818,443,0,"1,261"
"Chesterfield County",-,"206 - Belmont (CD 7)",707,138,0,845
"Chesterfield County",-,"207 - Chippenham (CD 7)",367,134,0,501
"Chesterfield County",-,"208 - Meadowbrook (CD 7)",999,388,2,"1,389"
"Chesterfield County",-,"209 - Salem Church (CD 4)",817,892,0,"1,709"
"Chesterfield County",-,"210 - Five Forks (CD 7)","1,335",694,4,"2,033"
"Chesterfield County",-,"211 - Nash (CD 4)",814,"1,550",0,"2,364"
"Chesterfield County",-,"212 - St. Luke's (CD 7)",388,503,1,892
"Chesterfield County",-,"213 - Southside (CD 7)","1,816",476,0,"2,292"
"Chesterfield County",-,"214 - Hopkins (CD 7)",139,23,0,162
"Chesterfield County",-,"215 - North Bird (CD 7)",389,153,0,542
"Chesterfield County",-,"301 - Ettrick (CD 4)","1,251",301,3,"1,555"
"Chesterfield County",-,"302 - Deer Run (CD 7)",265,392,1,658
"Chesterfield County",-,"303 - Matoaca (CD 4)",971,897,2,"1,870"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)",499,"1,394",2,"1,895"
"Chesterfield County",-,"305 - Beach (CD 4)",142,551,2,695
"Chesterfield County",-,"306 - Winterpock (CD 7)",483,"1,442",1,"1,926"
"Chesterfield County",-,"307 - Cosby (CD 7)",935,"1,093",3,"2,031"
"Chesterfield County",-,"308 - South Manchester (CD 7)",297,227,1,525
"Chesterfield County",-,"309 - Skinquarter (CD 7)",984,"1,733",1,"2,718"
"Chesterfield County",-,"310 - Tomahawk (CD 7)",738,"1,003",3,"1,744"
"Chesterfield County",-,"313 - Woolridge (CD 7)",990,"1,324",3,"2,317"
"Chesterfield County",-,"315 - Bailey Bridge (CD 7)",551,"1,230",0,"1,781"
"Chesterfield County",-,"316 - Spring Run (CD 7)",642,829,0,"1,471"
"Chesterfield County",-,"317 - Birkdale (CD 7)",880,"1,261",2,"2,143"
"Chesterfield County",-,"318 - West Beach (CD 7)",240,328,1,569
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",486,630,0,"1,116"
"Chesterfield County",-,"402 - Genito (CD 7)","1,255","1,139",1,"2,395"
"Chesterfield County",-,"403 - Brandermill (CD 7)",838,975,5,"1,818"
"Chesterfield County",-,"404 - Providence (CD 7)",854,676,3,"1,533"
"Chesterfield County",-,"405 - La Prade (CD 7)",842,929,1,"1,772"
"Chesterfield County",-,"406 - Smoketree (CD 7)",670,949,1,"1,620"
"Chesterfield County",-,"407 - Monacan (CD 7)",439,580,1,"1,020"
"Chesterfield County",-,"408 - Reams (CD 7)","1,285",750,2,"2,037"
"Chesterfield County",-,"409 - Manchester (CD 7)",510,410,2,922
"Chesterfield County",-,"410 - Wagstaff (CD 7)",481,479,1,961
"Chesterfield County",-,"411 - Swift Creek (CD 7)",793,922,0,"1,715"
"Chesterfield County",-,"413 - Shenandoah (CD 7)",777,661,1,"1,439"
"Chesterfield County",-,"414 - Crenshaw (CD 7)","1,006","1,023",1,"2,030"
"Chesterfield County",-,"415 - Evergreen (CD 7)",805,901,2,"1,708"
"Chesterfield County",-,"416 - Evergreen West (CD 7)",403,401,0,804
"Chesterfield County",-,"417 - Edgewater (CD 7)",397,413,0,810
"Chesterfield County",-,"501 - Huguenot (CD 7)",685,544,1,"1,230"
"Chesterfield County",-,"502 - Crestwood (CD 7)",499,505,2,"1,006"
"Chesterfield County",-,"503 - Midlothian (CD 7)",728,945,1,"1,674"
"Chesterfield County",-,"504 - Robious (CD 7)","1,149","1,564",0,"2,713"
"Chesterfield County",-,"505 - Bon Air (CD 7)","1,022",945,3,"1,970"
"Chesterfield County",-,"506 - Greenfield (CD 7)",926,775,1,"1,702"
"Chesterfield County",-,"507 - Salisbury (CD 7)",915,"1,543",5,"2,463"
"Chesterfield County",-,"508 - Belgrade (CD 7)",756,820,1,"1,577"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",622,438,1,"1,061"
"Chesterfield County",-,"510 - Sycamore (CD 7)",776,"1,076",2,"1,854"
"Chesterfield County",-,"511 - Black Heath (CD 7)",507,785,0,"1,292"
"Chesterfield County",-,"513 - Beaufont (CD 7)",500,176,1,677
"Chesterfield County",-,"514 - Watkins (CD 7)",868,"1,197",1,"2,066"
"Chesterfield County",-,"515 - Davis (CD 7)","1,001",233,0,"1,234"
"Chesterfield County",-,"516 - Pocoshock (CD 7)",660,191,2,853
"Chesterfield County",-,"517 - Roseland (CD 7)",265,443,1,709
"Chesterfield County",-,"518 - Midlothian North (CD 7)",739,"1,276",1,"2,016"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)",881,"1,164",1,"2,046"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)","2,179","2,219",1,"4,399"
"Chesterfield County",-,"Provisional (CD 4)",14,9,0,23
"Chesterfield County",-,"Provisional (CD 7)",331,112,1,444
"Clarke County",-,"101 - Russell",344,712,0,"1,056"
"Clarke County",-,"201 - Berryville",417,499,2,918
"Clarke County",-,"301 - Millwood",321,457,0,778
"Clarke County",-,"302 - Pine Grove",128,215,1,344
"Clarke County",-,"401 - White Post",421,590,1,"1,012"
"Clarke County",-,"501 - Buckmarsh",288,441,1,730
"Clarke County",-,"502 - Blue Ridge",124,153,1,278
"Clarke County",-,"Ab - Central Absentee Precinct",203,220,1,424
"Clarke County",-,Provisional,1,3,0,4
"Colonial Heights City",-,"1 - First",223,404,1,628
"Colonial Heights City",-,"2 - Second",191,549,0,740
"Colonial Heights City",-,"3 - Third",261,665,1,927
"Colonial Heights City",-,"4 - Fourth",315,790,0,"1,105"
"Colonial Heights City",-,"5 - Fifth",228,"1,000",0,"1,228"
"Colonial Heights City",-,"Ab - Central Absentee Precinct",92,407,0,499
"Colonial Heights City",-,Provisional,0,1,0,1
"Covington City",-,"101 - Precinct 1-1",70,126,0,196
"Covington City",-,"201 - Precinct 2-1",99,145,0,244
"Covington City",-,"301 - Precinct 3-1",115,89,0,204
"Covington City",-,"401 - Precinct 4-1",97,251,1,349
"Covington City",-,"501 - Precinct 5-1",81,213,0,294
"Covington City",-,"Ab - Central Absentee Precinct",30,21,0,51
"Covington City",-,Provisional,0,0,0,0
"Craig County",-,"101 - Court House",57,265,0,322
"Craig County",-,"201 - Ammendale Precinct",65,329,0,394
"Craig County",-,"301 - Givens & Reynolds Store",74,161,0,235
"Craig County",-,"303 - Marshalls Store",68,125,0,193
"Craig County",-,"401 - Barbours Creek",32,126,0,158
"Craig County",-,"402 - Paint Bank",9,27,0,36
"Craig County",-,"403 - Craig Springs",37,139,1,177
"Craig County",-,"501 - Craig City",48,266,0,314
"Craig County",-,Provisional,0,0,0,0
"Culpeper County",-,"101 - West Fairfax",759,768,1,"1,528"
"Culpeper County",-,"201 - East Fairfax",656,554,1,"1,211"
"Culpeper County",-,"302 - Eggbornsville",224,577,0,801
"Culpeper County",-,"303 - Cardova",165,425,1,591
"Culpeper County",-,"304 - Willow Shade",133,148,0,281
"Culpeper County",-,"401 - Eldorado",256,544,1,801
"Culpeper County",-,"402 - Browns Store",479,966,2,"1,447"
"Culpeper County",-,"501 - Jeffersonton",356,849,1,"1,206"
"Culpeper County",-,"502 - Rixeyville",339,807,2,"1,148"
"Culpeper County",-,"601 - Mitchells",50,147,0,197
"Culpeper County",-,"602 - Pearl Sample",424,778,3,"1,205"
"Culpeper County",-,"603 - South Ridge",155,198,1,354
"Culpeper County",-,"702 - Brandy Station",310,764,2,"1,076"
"Culpeper County",-,"703 - Lignum",153,420,0,573
"Culpeper County",-,"704 - Richardsville",66,250,0,316
"Culpeper County",-,"Ab - Central Absentee Precinct",312,458,1,771
"Culpeper County",-,Provisional,5,7,0,12
"Cumberland County",-,"101 - Precinct 1",262,412,1,675
"Cumberland County",-,"201 - Precinct 2",198,422,0,620
"Cumberland County",-,"301 - Precinct 3",329,234,0,563
"Cumberland County",-,"401 - Precinct 4",178,383,1,562
"Cumberland County",-,"501 - Precinct 5",260,308,0,568
"Cumberland County",-,"Ab - Central Absentee Precinct",50,79,0,129
"Cumberland County",-,Provisional,2,1,0,3
"Danville City",-,"1 - Ward One",209,36,1,246
"Danville City",-,"2 - Ward Two",202,127,0,329
"Danville City",-,"3 - Ward Three",447,206,1,654
"Danville City",-,"4 - Ward Four",572,599,1,"1,172"
"Danville City",-,"6 - Ward Six",244,35,0,279
"Danville City",-,"7 - Ward Seven",441,79,1,521
"Danville City",-,"8 - Ward Eight",324,178,0,502
"Danville City",-,"9 - Ward Nine",264,203,0,467
"Danville City",-,"10 - Ward Ten",339,312,1,652
"Danville City",-,"11 - Ward Eleven",637,323,0,960
"Danville City",-,"12 - Ward Twelve",625,463,0,"1,088"
"Danville City",-,"13 - Ward Thirteen",513,341,0,854
"Danville City",-,"14 - Ward Fourteen",119,3,0,122
"Danville City",-,"15 - Ward Fifteen",366,402,1,769
"Danville City",-,"16 - Ward Sixteen",351,577,1,929
"Danville City",-,"17 - Ward Seventeen",221,632,0,853
"Danville City",-,"Ab - Central Absentee Precinct",220,291,1,512
"Danville City",-,Provisional,1,1,0,2
"Dickenson County",-,"101 - South Clintwood",193,477,2,672
"Dickenson County",-,"201 - Nora",55,164,1,220
"Dickenson County",-,"202 - Frying Pan",20,76,0,96
"Dickenson County",-,"203 - Clinchco",82,166,0,248
"Dickenson County",-,"301 - West Dante",15,112,0,127
"Dickenson County",-,"302 - Herald",31,179,0,210
"Dickenson County",-,"303 - Ridge",67,285,0,352
"Dickenson County",-,"401 - Haysi-colley",192,301,0,493
"Dickenson County",-,"501 - Tarpon",57,104,0,161
"Dickenson County",-,"502 - North Clintwood",137,365,0,502
"Dickenson County",-,"Ab - Central Absentee Precinct",145,171,0,316
"Dickenson County",-,Provisional,1,0,0,1
"Dinwiddie County",-,"101 - White Oak",82,253,0,335
"Dinwiddie County",-,"102 - Rocky Run",138,371,1,510
"Dinwiddie County",-,"103 - Church Road",164,646,0,810
"Dinwiddie County",-,"201 - Rohoic",245,161,1,407
"Dinwiddie County",-,"202 - Sutherland",445,686,0,"1,131"
"Dinwiddie County",-,"301 - Reams",106,211,0,317
"Dinwiddie County",-,"302 - New Hope",207,379,0,586
"Dinwiddie County",-,"303 - Little Zion",450,350,0,800
"Dinwiddie County",-,"401 - Dinwiddie",330,490,1,821
"Dinwiddie County",-,"402 - Mckenney",189,248,1,438
"Dinwiddie County",-,"403 - Cherry Hill",182,162,0,344
"Dinwiddie County",-,"501 - Edgehill",94,39,0,133
"Dinwiddie County",-,"502 - Chesdin",762,344,1,"1,107"
"Dinwiddie County",-,"Ab - Central Absentee Precinct",254,315,0,569
"Dinwiddie County",-,Provisional,0,0,0,0
"Emporia City",-,"101 - Precinct 1-1",161,85,0,246
"Emporia City",-,"201 - Precinct 2-1",144,8,0,152
"Emporia City",-,"301 - Precinct 3-1",95,139,0,234
"Emporia City",-,"401 - Precinct 4-1",125,162,2,289
"Emporia City",-,"501 - Precinct 5-1",127,4,0,131
"Emporia City",-,"601 - District 6",119,187,0,306
"Emporia City",-,"701 - District 7",112,60,0,172
"Emporia City",-,"AB - Central Absentee Precinct",35,48,0,83
"Emporia City",-,Provisional,0,0,0,0
"Essex County",-,"101 - Greater Tappahannock",344,416,2,762
"Essex County",-,"201 - North",486,312,0,798
"Essex County",-,"301 - South",329,616,0,945
"Essex County",-,"401 - Central",376,514,0,890
"Essex County",-,"Ab - Central Absentee Precinct",146,149,1,296
"Essex County",-,Provisional,0,1,0,1
"Fairfax County",-,"104 - Chapel (CD 11)",822,543,1,"1,366"
"Fairfax County",-,"105 - Fairview (CD 11)","1,537",832,1,"2,370"
"Fairfax County",-,"106 - Heritage (CD 11)","1,065",329,1,"1,395"
"Fairfax County",-,"108 - Kings Park (CD 11)",796,471,2,"1,269"
"Fairfax County",-,"109 - Little Run (CD 11)",510,279,0,789
"Fairfax County",-,"110 - North Springfield (CD 11)","1,271",613,2,"1,886"
"Fairfax County",-,"113 - Canterbury (CD 11)","1,382",751,5,"2,138"
"Fairfax County",-,"114 - Olde Creek (CD 11)",632,397,1,"1,030"
"Fairfax County",-,"115 - Ravensworth (CD 11)",508,375,0,883
"Fairfax County",-,"116 - Wakefield (CD 11)",890,433,2,"1,325"
"Fairfax County",-,"117 - Woodson (CD 11)",886,522,2,"1,410"
"Fairfax County",-,"118 - Lake Braddock (CD 11)","1,326",570,2,"1,898"
"Fairfax County",-,"119 - Laurel (CD 11)","1,347",754,0,"2,101"
"Fairfax County",-,"120 - Sideburn (CD 11)",973,744,5,"1,722"
"Fairfax County",-,"121 - Villa (CD 11)",611,356,1,968
"Fairfax County",-,"123 - Robinson (CD 11)","1,265",771,2,"2,038"
"Fairfax County",-,"125 - Signal Hill (CD 11)","1,021",594,3,"1,618"
"Fairfax County",-,"126 - Bonnie Brae (CD 11)",844,373,3,"1,220"
"Fairfax County",-,"127 - Burke Centre (CD 11)","1,447",681,2,"2,130"
"Fairfax County",-,"128 - Cardinal (CD 11)",755,363,1,"1,119"
"Fairfax County",-,"129 - Keene Mill (CD 11)",604,324,0,928
"Fairfax County",-,"130 - Terra Centre (CD 11)",768,461,0,"1,229"
"Fairfax County",-,"131 - Eagle View (CD 11)",999,494,3,"1,496"
"Fairfax County",-,"132 - Monument (CD 11)","1,180",416,2,"1,598"
"Fairfax County",-,"133 - Danbury (CD 11)",243,118,0,361
"Fairfax County",-,"134 - University (CD 11)","1,103",182,0,"1,285"
"Fairfax County",-,"201 - Armstrong (CD 11)","1,277",564,0,"1,841"
"Fairfax County",-,"202 - Flint Hill (CD 11)",997,665,3,"1,665"
"Fairfax County",-,"203 - Floris (CD 11)","1,251",712,0,"1,963"
"Fairfax County",-,"204 - Madison (CD 11)",273,112,0,385
"Fairfax County",-,"208 - Reston #1 (CD 11)","1,246",368,1,"1,615"
"Fairfax County",-,"209 - Reston #2 (CD 11)","1,276",297,6,"1,579"
"Fairfax County",-,"213 - Vienna #1 (CD 11)","1,401",722,1,"2,124"
"Fairfax County",-,"214 - Vienna #2 (CD 11)","1,093",575,4,"1,672"
"Fairfax County",-,"216 - Vienna #4 (CD 11)",576,239,1,816
"Fairfax County",-,"218 - Vienna #6 (CD 11)",809,333,1,"1,143"
"Fairfax County",-,"219 - Westbriar (CD 11)","1,214",638,0,"1,852"
"Fairfax County",-,"220 - Dogwood (CD 11)","1,430",449,1,"1,880"
"Fairfax County",-,"221 - Hunters Woods (CD 11)","1,104",494,1,"1,599"
"Fairfax County",-,"222 - Reston #3 (CD 11)","1,003",203,3,"1,209"
"Fairfax County",-,"223 - Glade (CD 11)","1,548",471,3,"2,022"
"Fairfax County",-,"224 - South Lakes (CD 11)","1,878",541,3,"2,422"
"Fairfax County",-,"225 - Hughes (CD 11)","1,419",337,3,"1,759"
"Fairfax County",-,"226 - Wolftrap (CD 11)","1,231",764,1,"1,996"
"Fairfax County",-,"227 - Sunrise Valley (CD 11)",650,329,1,980
"Fairfax County",-,"229 - Fox Mill (CD 10)","1,547",947,5,"2,499"
"Fairfax County",-,"233 - North Point (CD 11)","1,126",632,3,"1,761"
"Fairfax County",-,"234 - Aldrin (CD 11)","1,068",448,2,"1,518"
"Fairfax County",-,"235 - Frying Pan (CD 11)","1,022",309,3,"1,334"
"Fairfax County",-,"236 - Stuart (CD 11)",506,234,1,741
"Fairfax County",-,"237 - Mcnair (CD 11)","1,041",298,1,"1,340"
"Fairfax County",-,"238 - Cameron Glen (CD 11)","1,031",462,2,"1,495"
"Fairfax County",-,"240 - Colvin (CD 10)",727,524,3,"1,254"
"Fairfax County",-,"301 - Chain Bridge (CD 10)",912,666,3,"1,581"
"Fairfax County",-,"302 - Chesterbrook (CD 8)",895,533,3,"1,431"
"Fairfax County",-,"303 - Churchill (CD 10)",461,307,0,768
"Fairfax County",-,"304 - Cooper (CD 10)",566,424,0,990
"Fairfax County",-,"305 - El Nido (CD 8)",787,389,0,"1,176"
"Fairfax County",-,"306 - Great Falls (CD 10)",558,521,0,"1,079"
"Fairfax County",-,"307 - Haycock (CD 8)",908,432,2,"1,342"
"Fairfax County",-,"309 - Kenmore (CD 10)","1,012",718,2,"1,732"
"Fairfax County",-,"310 - Kirby (CD 8)",737,321,0,"1,058"
"Fairfax County",-,"311 - Langley (CD 10)",579,465,4,"1,048"
"Fairfax County",-,"312 - Longfellow (CD 8)",872,400,2,"1,274"
"Fairfax County",-,"314 - Mclean (CD 10)",752,439,0,"1,191"
"Fairfax County",-,"315 - Pimmit (CD 8)","1,069",482,3,"1,554"
"Fairfax County",-,"316 - Salona #1 (CD 8)",288,206,2,496
"Fairfax County",-,"317 - Westhampton (CD 8)",833,383,1,"1,217"
"Fairfax County",-,"318 - Westmoreland (CD 8)",526,258,0,784
"Fairfax County",-,"319 - Herndon #1 (CD 11)","1,303",646,6,"1,955"
"Fairfax County",-,"320 - Herndon #2 (CD 11)","1,347",509,6,"1,862"
"Fairfax County",-,"321 - Clearview (CD 10)","1,277",736,3,"2,016"
"Fairfax County",-,"322 - Forestville (CD 10)",740,747,1,"1,488"
"Fairfax County",-,"323 - Shouse (CD 10)",724,479,1,"1,204"
"Fairfax County",-,"324 - Herndon #3 (CD 11)","1,097",412,3,"1,512"
"Fairfax County",-,"325 - Hutchison (CD 11)",791,163,1,955
"Fairfax County",-,"327 - Sugarland (CD 10)","1,124",675,1,"1,800"
"Fairfax County",-,"328 - Hickory (CD 10)",885,683,3,"1,571"
"Fairfax County",-,"329 - Seneca (CD 10)",943,767,0,"1,710"
"Fairfax County",-,"331 - Spring Hill (CD 10)",665,472,0,"1,137"
"Fairfax County",-,"332 - Coates (CD 11)","1,019",267,2,"1,288"
"Fairfax County",-,"333 - Salona #2 (CD 8)",561,341,2,904
"Fairfax County",-,"401 - Bush Hill (CD 8)","1,123",606,2,"1,731"
"Fairfax County",-,"402 - Cameron (CD 8)",416,161,1,578
"Fairfax County",-,"403 - Forestdale (CD 8)",466,173,1,640
"Fairfax County",-,"404 - Franconia (CD 8)","1,206",407,2,"1,615"
"Fairfax County",-,"405 - Groveton (CD 8)",658,187,3,848
"Fairfax County",-,"406 - Hayfield (CD 8)",764,551,4,"1,319"
"Fairfax County",-,"408 - Mount Eagle (CD 8)",939,257,2,"1,198"
"Fairfax County",-,"409 - Pioneer (CD 8)","1,206",401,2,"1,609"
"Fairfax County",-,"410 - Rose Hill (CD 8)","1,358",701,2,"2,061"
"Fairfax County",-,"411 - Virginia Hills (CD 8)",790,313,0,"1,103"
"Fairfax County",-,"413 - Fairfield (CD 8)",778,105,0,883
"Fairfax County",-,"415 - Crestwood (CD 8)",812,374,3,"1,189"
"Fairfax County",-,"417 - Garfield (CD 8)","1,079",458,0,"1,537"
"Fairfax County",-,"418 - Lynbrook (CD 8)",654,216,1,871
"Fairfax County",-,"419 - Lane (CD 8)","1,234",373,2,"1,609"
"Fairfax County",-,"420 - Villages (CD 8)","1,382",540,2,"1,924"
"Fairfax County",-,"421 - Kingstowne (CD 8)","1,189",414,2,"1,605"
"Fairfax County",-,"422 - Van Dorn (CD 8)","1,223",454,1,"1,678"
"Fairfax County",-,"423 - Clermont (CD 8)",945,455,2,"1,402"
"Fairfax County",-,"424 - Huntley (CD 8)",973,441,1,"1,415"
"Fairfax County",-,"426 - Greenspring (CD 11)",742,428,1,"1,171"
"Fairfax County",-,"427 - Island Creek (CD 8)",919,361,3,"1,283"
"Fairfax County",-,"428 - Pinewood (CD 8)","1,081",199,0,"1,280"
"Fairfax County",-,"429 - Hybla Valley (CD 8)","1,060",185,1,"1,246"
"Fairfax County",-,"501 - Baileys (CD 8)","1,212",340,2,"1,554"
"Fairfax County",-,"502 - Barcroft (CD 11)",550,249,0,799
"Fairfax County",-,"503 - Belvedere (CD 11)",637,241,1,879
"Fairfax County",-,"504 - Bristow (CD 11)",791,276,1,"1,068"
"Fairfax County",-,"505 - Glen Forest (CD 8)",977,284,2,"1,263"
"Fairfax County",-,"506 - Holmes #1 (CD 8)",176,39,0,215
"Fairfax County",-,"507 - Lincolnia (CD 8)","1,150",350,0,"1,500"
"Fairfax County",-,"508 - Masonville (CD 11)","1,000",405,4,"1,409"
"Fairfax County",-,"509 - Plaza (CD 8)",409,72,2,483
"Fairfax County",-,"510 - Parklawn (CD 8)",766,304,1,"1,071"
"Fairfax County",-,"511 - Ravenwood (CD 11)",940,387,1,"1,328"
"Fairfax County",-,"512 - Sleepy Hollow (CD 11)",548,251,0,799
"Fairfax County",-,"513 - Saint Albans (CD 11)",593,246,2,841
"Fairfax County",-,"513 - Saint Albans (CD 8)",319,144,0,463
"Fairfax County",-,"514 - Crossroads (CD 8)",502,90,0,592
"Fairfax County",-,"515 - Westlawn (CD 8)",612,186,0,798
"Fairfax County",-,"516 - Weyanoke (CD 8)","1,065",313,3,"1,381"
"Fairfax County",-,"517 - Willston (CD 8)",578,161,0,739
"Fairfax County",-,"518 - Columbia (CD 11)",839,370,2,"1,211"
"Fairfax County",-,"519 - Hummer (CD 11)",565,284,0,849
"Fairfax County",-,"520 - Skyline (CD 8)",826,180,3,"1,009"
"Fairfax County",-,"521 - Brook Hill (CD 8)",676,330,2,"1,008"
"Fairfax County",-,"522 - Camelot (CD 11)",520,310,2,832
"Fairfax County",-,"523 - Poe (CD 8)",863,377,1,"1,241"
"Fairfax County",-,"525 - Walnut Hill (CD 8)","1,082",451,0,"1,533"
"Fairfax County",-,"526 - Bren Mar (CD 8)","1,214",338,1,"1,553"
"Fairfax County",-,"527 - Edsall (CD 8)",678,269,4,951
"Fairfax County",-,"528 - Ridgelea (CD 11)",456,242,1,699
"Fairfax County",-,"530 - Holmes #2 (CD 11)",671,157,1,829
"Fairfax County",-,"601 - Belle Haven (CD 8)",661,473,2,"1,136"
"Fairfax County",-,"602 - Belleview (CD 8)",830,389,1,"1,220"
"Fairfax County",-,"604 - Bucknell (CD 8)","1,190",336,2,"1,528"
"Fairfax County",-,"605 - Fort Hunt (CD 8)",784,564,1,"1,349"
"Fairfax County",-,"606 - Hollin Hall (CD 8)",955,550,4,"1,509"
"Fairfax County",-,"607 - Huntington (CD 8)","1,366",442,1,"1,809"
"Fairfax County",-,"608 - Kirkside (CD 8)",803,323,0,"1,126"
"Fairfax County",-,"609 - Marlan (CD 8)",727,506,0,"1,233"
"Fairfax County",-,"610 - Sherwood (CD 8)",723,279,0,"1,002"
"Fairfax County",-,"611 - Stratford (CD 8)",963,634,3,"1,600"
"Fairfax County",-,"612 - Waynewood (CD 8)",464,327,0,791
"Fairfax County",-,"613 - Westgate (CD 8)",907,"1,001",5,"1,913"
"Fairfax County",-,"614 - Riverside (CD 8)",664,510,4,"1,178"
"Fairfax County",-,"615 - Woodley (CD 8)",868,544,3,"1,415"
"Fairfax County",-,"616 - Gunston (CD 8)",657,565,2,"1,224"
"Fairfax County",-,"617 - Lorton (CD 8)",763,166,0,929
"Fairfax County",-,"618 - Newington (CD 11)","1,608",808,1,"2,417"
"Fairfax County",-,"619 - Belvoir (CD 8)","1,065",554,1,"1,620"
"Fairfax County",-,"621 - Grosvenor (CD 8)",763,217,3,983
"Fairfax County",-,"622 - Lorton Station (CD 8)","1,189",303,0,"1,492"
"Fairfax County",-,"623 - Alban (CD 8)",992,380,2,"1,374"
"Fairfax County",-,"626 - Saratoga (CD 8)","1,133",604,3,"1,740"
"Fairfax County",-,"627 - Woodlawn (CD 8)","1,222",370,0,"1,592"
"Fairfax County",-,"628 - Laurel Hill (CD 11)","1,334",414,1,"1,749"
"Fairfax County",-,"629 - South County (CD 11)",860,627,0,"1,487"
"Fairfax County",-,"630- Army (CD 8)",239,138,0,377
"Fairfax County",-,"701 - Blake (CD 11)","1,497",562,2,"2,061"
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",698,190,3,891
"Fairfax County",-,"704 - Freedom Hill (CD 11)",793,334,2,"1,129"
"Fairfax County",-,"705 - Graham - Greenway (CD 8)","1,327",433,1,"1,761"
"Fairfax County",-,"707 - Mantua (CD 11)",803,425,0,"1,228"
"Fairfax County",-,"708 - Marshall (CD 8)","1,762",505,5,"2,272"
"Fairfax County",-,"709 - Mosby (CD 11)","1,078",354,2,"1,434"
"Fairfax County",-,"710 - Pine Spring (CD 8)",821,289,2,"1,112"
"Fairfax County",-,"711 - Price (CD 11)",748,363,1,"1,112"
